2015-01-15 05:40:32,39.991,65.34,6.61
2015-01-16 05:43:41,26.784,63.29,4.53
2015-01-17 05:42:22,27.301,62.30,4.71
2015-01-18 05:45:13,25.301,64.41,3.10
2015-01-19 05:43:42,28.301,69.69,3.55
2015-01-20 05:39:52,27.301,66.15,4.32
